-682.3157,26.42764,153.4507,0,0,1
-256.3572,20.36609,6.491737,1,0.92,0.016
-492.7841,34.15402,-268.2753,0,0,1
-337.0332,22.52935,35.1556,0,0,0
-664.7755,36.35401,-90.99548,0,0,1
-453.1427,25.51285,82.66544,1,0,0
-454.4467,24.73132,122.4571,1,0,0
-483.7694,25.13923,151.1003,1,0,0
-237.1961,0.0741272,70.98889,0,0,1
-246.1571,0.07412815,88.86903,0,0,1
-255.1182,0.0741272,106.7492,0,0,1
-264.0792,0.0741272,124.6293,0,0,1
-273.0402,0.0741272,142.5095,0,0,1
-282.0012,0.0741272,160.3897,0,0,1
-288.6983,0.194705,179.1347,0,0,1
-287.0862,0.726675,199.6639,0,0,1
-290.3746,0.97404,217.2671,0,0,1
-295.5992,1.110543,233.7851,0,0,1
-270.6951,0.0741272,26.2361,0,0,1
-281.8965,0.07412624,48.58628,0,0,1
-293.0977,0.07412815,70.9365,0,0,1
-304.2991,0.0741272,93.28671,0,0,1
-315.5003,0.0741272,115.6369,0,0,1
-307.1219,0.9501677,147.7999,0,0,1
-337.5432,0.0894537,160.4747,0,0,1
-349.1042,0.0741272,182.6875,0,0,1
-360.3055,0.07412815,205.0377,0,0,1
-349.7526,0.884923,229.2212,0,0,1
-326.527,0.0741272,-48.35187,0,0,1
-341.462,0.0741272,-18.55157,0,0,1
-311.6276,1.842295,53.46379,0,0,0
-354.221,0.7122917,54.38332,0,0,0
-370.3757,0.6355295,80.90673,0,0,1
-401.2023,0.07412624,100.6494,0,0,1
-381.3211,1.186688,143.7504,0,0,1
-372.0612,1.873947,176.4033,0,0,1
-446.0074,0.0741272,190.0502,0,0,1
-358.5959,2.935025,228.4759,0,0,1
-438.1906,0.0741272,-197.5277,0,0,1
-460.5932,0.0741272,-152.8275,0,0,1
-313.5174,4.536484,51.68185,0,0,0
-352.4241,3.877616,55.78363,0,0,0
-527.8009,0.07412708,-18.7262,0,0,1
-480.7881,1.627033,60.76311,1,0,0
-459.3153,2.487618,113.9545,1,0,0
-490.6372,2.196327,143.9449,1,0,0
-617.4113,0.0741272,160.0753,0,0,1
-371.6822,5.070859,227.3731,0,0,1
-466.1808,4.65635,-234.9211,0,0,1
-534.0624,4.046279,-235.6365,0,0,1
-312.6854,7.316271,52.46643,0,0,0
-353.1725,6.966548,55.20032,0,0,0
-646.0214,3.681993,-93.54694,0,0,1
-467.8102,5.995747,67.26729,1,0,0
-456.9565,6.305999,114.8556,1,0,0
-484.9102,6.193452,145.5126,1,0,0
-664.8809,4.612551,151.7739,0,0,1
-675.238,4.744056,201.7902,0,0,1
-469.0795,10.07413,-238.7935,0,0,1
-537.068,10.07413,-239.0242,0,0,1
-311.854,10.07413,53.25035,0,0,0
-352.6827,10.07413,55.58206,0,0,0
-649.656,10.07413,-95.84723,0,0,1
-463.4746,10.07412,69.44016,1,0,0
-455.0406,10.07413,115.5875,1,0,0
-481.9626,10.07413,146.3195,1,0,0
-670.3867,10.07413,150.811,0,0,1
-678.7336,10.07413,201.4956,0,0,1
-471.528,15.57172,-242.0646,0,0,1
-539.5161,16.17827,-241.7835,0,0,1
-312.4974,12.82953,52.64365,0,0,0
