159.809,0.07412767,34.63522,0,0,1
144.1587,0.0741272,5.204275,0,0,1
128.5085,0.0741272,-24.22675,0,0,1
297.1352,2.910465,239.9548,0,0,1
289.0001,2.748298,207.3866,0,0,1
297.7382,2.24163,169.8617,0,0,1
311.9126,1.574953,125.5197,0,0,1
338.8319,0.5668321,68.78339,0,0,1
338.2643,0.0741272,15.2456,0,0,1
270.2483,1.139718,0.8186152,1,0.92,0.016
291.3134,0.0741272,-73.04724,0,0,1
267.838,0.0741272,-117.1936,0,0,1
160.0584,2.499712,-61.56606,1,0,0
347.5846,6.040921,238.689,0,0,1
376.5163,5.593863,197.8777,0,0,1
371.7531,5.434922,155.0678,0,0,1
447.0994,4.440607,84.98112,0,0,1
424.57,4.398445,33.63395,0,0,1
410.0003,4.261649,-22.90106,0,0,1
268.109,5.632513,2.2461,1,0.92,0.016
381.4288,3.932018,-146.8384,0,0,1
372.3456,3.665812,-220.6185,0,0,1
160.0584,6.286919,-61.56606,1,0,0
350.7868,10.07413,238.6086,0,0,1
481.9144,10.07413,186.4259,0,0,1
380.371,10.07413,153.3453,0,0,1
453.5049,10.07413,83.06023,0,0,1
430.0721,10.07413,31.37825,0,0,1
414.3875,10.07413,-25.23389,0,0,1
268.109,10.07413,2.24609,1,0.92,0.016
491.2243,10.07413,-236.7443,0,0,1
378.3883,10.07413,-226.5986,0,0,1
160.0584,10.07413,-61.56606,1,0,0
353.872,14.16359,238.5312,0,0,1
540.838,16.08906,180.0238,0,0,1
481.4286,15.78461,133.1461,0,0,1
458.7185,15.8266,81.49688,0,0,1
434.6711,15.85844,29.49289,0,0,1
417.7704,15.97461,-27.0329,0,0,1
205.4601,13.76632,44.04826,0,1,0
144.8544,13.2179,46.88072,0,1,0
385.0091,16.65309,-233.1508,0,0,1
159.7449,13.85683,-61.19504,1,0,0
356.3139,18.29674,238.4699,0,0,1
546.2755,22.20556,179.433,0,0,1
487.3098,21.60999,131.9706,0,0,1
464.2446,21.69221,79.83972,0,0,1
439.7449,21.75188,27.41279,0,0,1
420.8659,21.94521,-28.67889,0,0,1
270.5571,19.01592,0.6126032,1,0.92,0.016
147.9668,16.44063,44.33217,0,1,0
406.5457,23.8125,-254.4642,0,0,1
160.0584,17.64854,-61.56606,1,0,0
358.8827,22.477,238.4055,0,0,1
556.4051,28.55508,178.3324,0,0,1
519.8046,29.20758,63.17888,0,0,1
424.6271,28.00855,-30.67896,0,0,1
268.9361,23.42865,1.694257,1,0.92,0.016
501.9868,33.08426,-245.5572,0,0,1
411.4435,30.87969,-259.3113,0,0,1
159.4922,21.41132,-60.89601,1,0,0
361.3253,26.6987,238.3442,0,0,1
523.3298,35.72976,62.12177,0,0,1
438.1163,34.5978,-37.85199,0,0,1
269.4578,27.90512,1.346148,1,0.92,0.016
160.4022,23.43756,34.14943,0,1,0
413.9019,37.94739,-261.7442,0,0,1
156.9398,25.04351,-57.87524,1,0,0
119.4559,0.0741272,229.3971,0,0,1
108.9014,0.07412767,212.4088,0,0,1
98.34697,0.0741272,195.4205,0,0,1
87.79253,0.0741272,178.4321,0,0,1
77.23808,0.0741272,161.4438,0,0,1
66.68361,0.07412672,144.4554,0,0,1
56.12915,0.0741272,127.4671,0,0,1
45.5747,0.0741272,110.4788,0,0,1
35.02023,0.0741272,93.49045,0,0,1
24.46578,0.0741272,76.5021,0,0,1
175.1198,0.0741272,224.2464,0,0,1
161.9267,0.0741272,203.011,0,0,1
148.7337,0.0741272,181.7756,0,0,1
135.5406,0.0741272,160.5402,0,0,1
122.3475,0.0741272,139.3047,0,0,1
109.1545,0.07412672,118.0693,0,0,1
95.96137,0.0741272,96.83391,0,0,1
82.7683,0.0741272,75.59849,0,0,1
69.57525,0.07412767,54.36304,0,0,1
56.38217,0.0741272,33.12764,0,0,1
267.8929,0.0741272,215.6619,0,0,1
250.3023,0.07412767,187.348,0,0,1
232.7115,0.07412767,159.0341,0,0,1
215.1207,0.0741272,130.7202,0,0,1
197.53,0.07412672,102.4063,0,0,1
179.9392,0.0741272,74.09244,0,0,1
162.3484,0.07412672,45.77851,0,0,1
144.7577,0.0741272,17.46465,0,0,1
127.1669,0.0741272,-10.84924,0,0,1
109.5761,0.07412732,-39.16327,0,0,1
291.4028,2.985107,213.4865,0,0,1
292.8009,2.605982,179.8159,0,0,1
304.3707,1.985274,139.6286,0,0,1
